

Reaction test
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
213	15394	15367	15358
214	24366	24375	24393
215	17094	17066	17084
216	8452	8461	8480
217	25668	25640	25658
218	3	21112	21140
219	23258	23230	23248
220	4	25347	25375
221	26489	26462	26498
222	3	22	12
223	8	19	28
224	14313	14286	14276
225	6	34	15
226	17	8	26
227	3	34989	35017
228	6	16	26
229	6036	3	6054
230	16007	16028	16018
231	19622	19643	19633
232	4652	4674	4664
233	8254	8275	8265
234	37630	37651	37641
235	5	15	25
236	13743	13751	13770
237	26	5	16
238	3	26486	26449
239	31568	31551	31577
240	5038	5066	5056
241	14777	14767	14786
242	25462	25434	25452
243	3	13278	13305
244	29458	29430	29448
245	4	21136	21116
246	33781	33753	33763
247	3	30	12
248	177	196	186
249	3	17793	17783
250	31799	31778	31789
251	3	24561	24589
252	11563	11553	11544
253	17343	17322	17333
254	3	23861	23888
255	5	29188	23
256	28	3	37020
257	9031	9058	9048
258	23463	23453	23472
259	272	244	262
260	16609	16618	16637
261	22261	22233	22251
262	3	20848	20876
263	13122	13094	13113
264	9	37	18
265	38085	38065	38075
266	3	20067	20095
267	3	14334	14315
268	33949	33940	33966
269	20872	20882	20900
270	34017	34007	34035
271	4296	0	0
272	3	21697	21660
273	26996	26986	27005
274	19648	19620	19638
275	3	19093	19121
276	27510	27482	27500
277	3	31	12
278	31218	31197	31208
279	9194	9215	9205
280	22893	22866	22856
281	3	22	12
282	7	17	27
283	20421	20394	20385
284	7918	7939	7929
285	5890	5863	5853
286	12108	12128	12118
287	21044	21026	21017
288	3	7251	7241
289	38628	38608	38618
290	4	29838	29828
291	16490	336	354
292	3	20389	20416
293	16	6	34
294	7	17	27
295	3	5087	5068
296	26121	26092	26101
297	3	12	22
298	823	851	841
299	3	22	12
300	4162	4171	4152
301	20806	20779	20770
302	9763	9784	9774
303	12771	12744	12735
304	3	8211	8192
305	3	537	556
306	19421	19394	19385
307	7633	7654	7644
308	12390	12380	12370
309	3	1897	1878
310	33857	33837	33847
311	3	7753	7725
312	3	1258	1280
313	11727	11708	11699
314	8	36	17
315	23061	23024	23033
316	7515	7526	7535
317	8077	8048	8058
318	3	6705	6716
319	8	35	25
320	3	16923	16933
321	3	32163	32127
322	7056	7028	7037
323	3	24824	24788
324	86	67	76
325	3	26958	26986
326	6078	6106	6096
327	3	27504	27531
328	2381	2371	2399
329	3	7552	7542
330	3	2706	2725
331	17	7	35
332	9	37	18
333	30020	30002	29993
334	4	5794	5804
335	3	10905	10877
336	16449	16439	16458
337	3	20560	20523
338	15382	15372	15391
339	3	24785	24748
340	17	8	26
341	4	6550	6578
342	3	20875	20839
343	36	8	17
344	3	12	21
345	9403	9384	9393
346	4	11370	11398
347	4	11287	11268
348	34713	34702	34722
349	7	17	27
350	38332	38322	38341
351	3	3486	3468
352	2478	3	2463
353	3	14815	14843
354	3	3038	3019
355	16	6	25
356	7	17	26
357	31945	31917	31926
358	3	6490	6481
359	3	2611	2647
360	5305	5296	5286
361	785	804	794
362	3	18106	18142
363	3134	3124	3115
364	3	15805	15795
365	4	14636	14673
366	24240	24231	24221
367	3	9071	9108
368	28463	28454	28444
369	3	15876	15913
370	21625	21615	21606
371	3	7323	7359
372	17	7	35
373	3	10875	10865
374	3	7756	7792
375	4733	4724	4714
376	9	36	18
377	25347	25320	25310
378	17512	17521	17539
379	5783	5755	5773
380	10388	10397	10416
381	7889	7861	7879
382	28283	28292	28311
383	3	10671	10635
384	31391	31381	31400
385	13149	13121	13139
386	3	2799	2789
387	5	15	25
388	25006	24987	24978
389	4	12683	12673
390	32526	32505	32516
391	3	8070	8060
392	8520	8502	8492
393	3	13072	13062
394	30023	30013	39331
395	11485	11467	11458
396	3	24537	24564
397	17548	17520	17538
398	3	11881	11909
399	3	22785	22766
400	25495	25485	25505
401	3	11594	11575
402	29980	29959	29970
403	3	15285	15275
404	37139	37110	37120
405	4	14150	14140
406	10457	10430	10420
407	4	7824	7814
408	31743	31722	31733
409	3	8646	8636
410	3	1061	1080
411	14550	14523	14514
412	7	17	26
413	35643	35622	35633
414	3	30	12
415	850	859	869
416	8	17	35
417	39207	39188	39197
418	3	25958	25948
419	26983	26963	26973
420	3	4436	4399
421	30261	30278	30288
422	9047	9037	9027
423	3	27302	27339
424	2585	2576	2566
425	3	34557	34593
426	18035	18025	18016
427	3	24992	25028
428	21514	21505	21495
429	3	27269	27306
430	34	6	24
431	3	10379	10389
432	24737	24710	24700
433	3	16444	16454
434	3	7415	7379
435	31022	31001	31012
436	3	16933	16944
437	3	3381	3344
438	16	7	25
439	3	16485	16497
440	3	10198	10171
441	38353	38334	38343
442	24	15	5
443	33391	33381	33400
444	6	34	24
445	3	903	922
446	19250	19222	19213
447	8814	8834	8824
448	19458	19439	19430
449	6	34	15
450	1497	1516	1506
451	1273	1292	1282
452	3	6694	6730
453	16360	16351	16341
454	3	2623	2660
455	16	6	36
456	10652	10671	10661
457	3	2601	2637
458	22266	22257	22247
459	3	19583	19619
460	1390	3	1371
461	3	3337	3327
462	3	10184	10221
463	24341	24332	24322
464	3	13992	14028
465	16	6	35
466	3	17731	17721
467	3	23437	23474
468	35169	35188	35198
469	3	38800	38790
470	25748	25729	25739
471	4662	4652	4643
472	3	8208	8245
473	19880	19870	19860
474	3	14278	14314
475	30170	30161	30151
476	3	4728	4764
477	28997	28988	28978
478	4	2367	2404
479	26842	26832	26823
480	3	1157	1194
481	20791	20782	20772
482	3	19337	19373
483	19607	19597	19588
484	3	14178	14214
485	34620	34611	34601
486	20091	20070	20081
487	3	23887	23851
488	36242	36223	36232
489	63210	0	0
490	3	14793	14812
491	35916	35896	35906
492	3	11462	11452
493	23796	23777	23768
494	3	2792	2782
495	4	1068	1088
496	14655	14628	14619
497	8	36	17
498	5530	5549	5539
499	11362	11389	11371
500	15043	15016	15007
501	3	6402	6392
502	3	39385	39422
503	10826	10798	10816
504	3	26473	26509
505	17	7	35
506	3	3274	3293
507	38560	38540	38550
508	11391	11401	11411
509	3	26438	26418
510	3693	3683	3701
511	3	9757	9768
512	3	27109	27091
513	24690	24680	24699
514	3	15249	15230
515	35	7	16
516	3	7327	7337
517	6213	3	6203
518	3	11691	11719
519	16484	16493	16474
520	4	17209	17236
521	18925	18934	18914
522	3	20854	20882
523	3	1773	1755
524	34	6	15
525	33702	33711	33692
526	13200	13190	13209
527	3	9354	9336
528	22330	22318	22339
529	3	10046	10028
530	33	5	14
531	5	14	32
532	24392	24363	24373
533	12253	12273	12263
534	20517	20534	20544
535	8157	8184	8174
536	7274	7291	7301
537	14639	14612	14602
538	33125	33136	33146
539	12983	12956	12946
540	10927	10937	10947
541	17932	17914	17904
542	3	32236	32245
543	6577	6559	6549
544	18616	18626	18636
545	14988	14961	14952
546	3	32531	32540
547	24064	24028	24018
548	3	10441	10450
549	18169	18160	18150
550	13407	13417	13427
551	17685	17676	17666
552	15611	15621	15631
553	4872	4862	4853
554	26715	26725	26735
555	20879	20870	20861
556	10545	10555	10565
557	17384	17375	17365
558	16341	16351	16361
559	10507	10496	10487
560	21598	21608	21618
561	10119	10110	10100
562	21502	21512	21522
563	11450	11441	11432
564	17347	17357	17367
565	24685	3	24667
566	3	21034	21044
567	3582	3572	3563
568	28882	28892	28902
569	1497	1487	1478
570	16040	16050	16060
571	19233	3	19214
572	3	26266	26276
573	16485	16475	16466
574	3	23028	23038
575	15707	15697	15688
576	17689	17709	17699
577	5521	5502	5511
578	26106	26127	26117
579	4539	4520	4529
580	40199	40220	40210
581	12684	12664	12674
582	3	34695	34685
583	7629	3	7619
584	3	547	557
585	3	22084	22047
586	17	7	26
587	3	744	754
588	22807	22834	22797
589	33	5	15
590	3	12	21
591	11924	11895	11905
592	16695	16723	16704
593	12097	12078	12087
594	19323	19350	19332
595	16423	16395	16405
596	11229	11257	11238
597	18039	18011	18021
598	11478	11506	11487
599	20763	20735	20744
600	3	5033	5061
601	16741	16731	16722
602	4	4911	4938
603	33394	33385	33375
604	4	3241	3269
605	6	34	24
606	3	29890	29902
607	3	28550	28505
608	16	6	25
609	4	1526	1536
610	3	28942	28905
611	19570	19551	19561
612	3	37600	37591
613	996	977	986
614	3	39777	39767
615	723	704	713
616	33864	33884	33874
617	6128	6108	6118
618	23286	23306	23296
619	17	7	26
620	3	37573	37600
621	17142	17170	17160
622	18920	18892	18902
623	3	3999	3971
624	2487	2468	2477
625	7	16	46965
626	14329	14302	14292
627	3	16727	16717
628	26240	26213	26203
629	4	12388	12378
630	16191	16164	16154
631	3	23353	23343
632	29961	29925	29916
633	3	23010	23000
634	29981	29954	29942
635	3	17180	17190
636	15798	15806	15788
637	19257	19229	19239
638	3	9958	9986
639	33374	33364	33355
640	3	12	30
641	31503	31494	31484
642	3	11365	11392
643	34218	34199	34190
644	3	10947	10975
645	27527	27518	27508
646	3	3282	3310
647	38728	38719	38709
648	3	20608	20635
649	21469	21460	21450
650	3	12604	12631
651	27861	27852	27842
652	3	12	22
653	32777	32786	32766
654	3	15367	15386
655	30470	30479	30459
656	3	20104	20123
657	21962	21971	21952
658	24276	24248	24257
659	3	16293	16303
660	25941	25932	25922
661	3	13881	13891
662	13058	13049	13039
663	3	6474	6485
664	23586	23576	23567
665	5	15	25
666	35	7	25
667	3	3881	3891
668	16039	16048	16029
669	6	17	27
670	22507	22516	22497
671	5	16	26
672	40107	40116	40097
673	3	16176	16194
674	15028	15037	15019
675	3	8061	8079
676	35	7	25
677	3	14980	14989
678	18277	18250	18241
679	9758	9785	9767
680	7794	7767	7757
681	13398	13419	13409
682	21661	21634	21624
683	10104	10113	10131
684	28208	28217	28199
685	3	11766	11794
686	23650	23659	23640
687	4	8760	8770
688	20774	20783	20765
689	5	14	33
690	28170	28143	28134
691	3	22902	22892
692	21158	21140	21131
693	4	16769	16759
694	15147	15120	15110
695	3	31	12
696	5794	5813	5803
697	15981	16008	15989
698	19978	19951	19941
699	4	12968	12978
700	26590	26599	26579
701	3	12	22
702	5	32	22
703	3	7657	7677
704	29824	29797	29787
705	3	25082	25072
706	9555	9527	9518
707	3	31	12
708	12577	12586	12596
709	3	6272	6300
710	20553	20581	20571
711	3	9021	9048
712	3	867	848
713	3175	3184	3194
714	3	10715	10742
715	10051	10080	10070
716	4	20351	20379
717	28245	28273	28263
718	3	21554	21582
719	8	36	26
720	3	40165	40183
721	38135	38126	38116
722	3	12	21
723	28972	28963	28953
724	3	9907	9917
725	29984	29975	29965
726	4	12	22
727	4	14	24
728	14340	14312	14321
729	5	14	32
730	2484	2503	2493
731	5	33	14
732	38339	38312	38302
733	3	12	22
734	3	14720	14684
735	24	5	15
736	3	4868	4858
737	3	20845	20881
738	33	5	23
739	3	13924	13934
740	30723	30732	30712
741	3	9355	9374
742	35229	35238	35219
743	8706	8716	8726
744	20265	20274	20255
745	37	9	18
746	3	12	22
747	3	14058	14068
748	20302	20273	20283
749	3	16896	16906
750	37739	37729	37712
751	3	11896	11905
752	20694	20685	20675
753	7	18	28
754	7	17	27
755	3	2585	2604
756	29843	29852	29833
757	20044	20026	20035
758	3	10648	10675
759	24368	24359	24349
760	3	10756	10784
761	7	35	25
762	3	9865	9875
763	3	26644	26608
764	8625	8597	8606
765	26597	26588	26577
766	3	11647	11658
767	3	33327	33292
768	19058	19030	19039
769	30122	30103	30093
770	3	12	22
771	37986	37976	37967
772	4	3928	3938
773	3	3690	3671
774	27921	27884	27893
775	4	12	22
776	3	5729	5711
777	20998	20970	20979
778	14314	14325	14335
779	3247	3218	3228
780	13988	13998	14008
781	2914	2886	2895
782	16026	16037	16047
783	4056	4027	4037
784	17339	17349	17359
785	24773	24744	24753
786	4	12	22
787	7	17	27
788	22890	22861	22871
789	3	12	21
790	3	35359	35323
791	37823	37814	37832
792	38759	38749	38740
793	3	29234	29261
794	7	17	27
795	36409	36371	36381
796	3	12	30
797	3399	3408	3418
798	3	6487	6496
799	27324	27315	27305
800	3	12	22
801	3	840	821
802	18841	18804	18814
803	10479	10489	10498
804	12506	12478	12487
805	3	357	367
806	39006	38997	38987
807	3	11536	11545
808	18570	18541	18550
809	3	12	30
810	4	4581	4562
811	24397	24368	24377
812	3	12	22
813	38648	38638	38628
814	3	10162	10172
815	29565	3	29537
816	3	12	22
817	3	4534	4515
818	14335	14306	14316
819	3	2962	2972
820	34609	34600	34590
821	3	12472	12482
822	26332	26303	26313
823	8553	8563	8573
824	25182	25154	25163
825	3	32534	32524
826	18967	18938	18947
827	3	16795	16804
828	23714	23686	23695
829	3	13008	13018
830	29374	3	29344
831	5	36731	16
832	29	4	23007
833	12380	12390	12400
834	686	658	667
835	25206	25217	25227
836	17829	17800	17810
837	16829	16839	16849
838	9648	9610	9620
839	32047	32068	32058
840	26	7	17
841	32434	32455	32445
842	35	7	16
843	29332	29353	29343
844	9334	9314	9324
845	23534	23556	23546
846	5974	5955	5964
847	25039	25060	25050
848	8373	8354	8364
849	30515	30535	30525
850	12736	12717	12727
851	3	31764	31754
852	8421	8401	8411
853	23521	23542	23532
854	6642	6622	6632
855	35454	35474	35464
856	14955	14936	14945
857	3	27453	27443
858	4294	4267	4276
859	19666	19688	19678
860	36	8	17
861	35079	35089	35099
862	35	7	25
863	6	16	26
864	5431	5440	5450
865	38189	38209	38199
866	900	881	891
867	29805	29826	29816
868	9737	9718	9727
869	4	38116	38106
870	238	219	228
871	33661	33681	33671
872	36	8	18
873	29121	29141	29131
874	31398	31361	31379
875	10927	10917	10908
876	18057	18067	18077
877	36	8	26
878	3	12	21
879	18067	18056	18046
880	3	14774	14764
881	4	23140	23176
882	32182	32164	32154
883	3680	3659	3670
884	4	25320	25283
885	18722	18701	18712
886	3	21369	21333
887	21892	21871	21882
888	3	84	47
889	34716	34695	34706
890	3	22974	22938
891	25363	25340	25353
892	3	19968	19931
893	13655	13634	13645
894	3	3622	3586
895	18504	18494	18513
896	3	6305	6268
897	17611	17601	17620
898	6	33	23
899	7	24	34
900	21385	21404	21394
901	3	17799	17827
902	19196	19168	19186
903	5142	5151	5170
904	25202	25174	25192
905	3528	3537	3556
906	19027	18999	19017
907	10603	10612	10631
908	14195	14167	14185
909	8250	8259	8277
910	13429	13401	13419
911	26244	26253	26271
912	21003	20975	20993
913	4591	4600	4618
914	16348	16320	16338
915	4	2921	2902
916	48	4717	4707
917	6332	6341	6321
918	3	15941	15968
919	18453	18425	18443
920	3	4002	3974
921	5	15	25
922	26670	26651	26642
923	3	22621	22611
924	3922	3895	3886
925	6	34	15
926	9627	9608	9617
927	3	15393	15421
928	26664	26636	26654
929	3	26234	26224
930	12261	12233	12224
931	11617	11638	11628
932	33	5	23
933	4	33888	33916
934	29606	29578	29596
935	3	13849	13839
936	19512	19485	19475
937	3	14753	14743
938	10818	10791	10781
939	26482	26502	26492
940	36	8	26
941	27243	27263	27253
942	16639	16612	16602
943	3	23581	23571
944	21382	21355	21345
945	3	26364	26392
946	8	17	27
947	32430	32401	32410
948	3	4317	4327
949	16	25	6
950	3	11810	11820
951	37526	37517	37507
952	7	18	27
953	3	6944	6954
954	36413	36423	36401
955	3	2059	2078
956	25636	25645	25626
957	7	25	35
958	29696	29732	29705
959	3	12165	12184
960	20732	20741	20723
961	3	5626	5645
962	15384	15357	15348
963	6674	6684	6694
964	17475	17465	17455
965	3	21801	21811
966	6	34	24
967	3	23374	23383
968	15	5	33
969	3	36	46
970	7	35	25
971	3	8213	8223
972	3	31356	31319
973	13212	13230	13240
974	3214	3187	3178
975	34749	34759	34769
976	12771	12762	12752
977	5	57094	32
978	5669	5642	5633
979	31394	31408	31417
980	36	8	26
981	5	15	25
982	3	4770	4789
983	18689	18661	18652
984	7	35	16
985	17396	17414	17424
986	3	25122	25103
987	16724	16714	16733
988	3	3103	3131
989	31209	31218	31200
990	3922	3912	3931
991	3	20654	20681
992	27210	27219	27200
993	3	24556	24584
994	29642	29651	29632
995	8942	8932	8951
996	3	8571	8599
997	6	16	26
998	15	5	24
999	29530	29550	29540
