

Reaction test
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
683	917	939	950
684	587	607	620
685	702	722	735
686	922	944	955
687	590	612	623
688	195	215	228
689	447	467	480
690	992	1014	10
691	777	797	810
692	819	839	852
693	683	703	716
694	593	613	626
695	283	302	316
696	352	372	385
697	488	508	521
698	824	846	857
699	884	906	917
700	651	673	683
701	377	397	410
702	447	469	480
703	401	421	434
704	326	346	359
705	576	598	609
706	653	673	686
707	708	728	741
708	205	225	238
709	130	150	163
710	50	70	83
711	732	755	766
712	808	831	842
713	192	214	225
714	489	509	522
715	787	807	820
716	88	108	121
717	78	98	111
718	163	183	196
719	197	219	230
720	139	159	172
721	503	526	537
722	641	660	674
723	297	317	330
724	928	948	961
725	299	319	332
726	571	591	604
727	614	634	647
728	978	998	1011
729	55	77	88
730	196	221	231
731	469	491	502
732	997	11	20
733	753	775	786
734	47	67	80
735	357	377	390
736	886	906	919
737	571	593	604
738	598	617	630
739	121	140	154
740	555	575	588
741	850	870	883
742	915	934	947
743	637	657	670
744	483	503	516
745	274	294	307
746	72	92	105
747	763	787	798
748	593	613	626
749	221	243	254
750	30	50	63
751	759	782	793
752	691	713	724
753	268	290	301
754	679	699	712
755	634	653	667
756	18	37	50
757	391	411	424
758	909	929	942
759	1008	15	27
760	642	664	675
761	1011	20	31
762	203	223	236
763	654	676	687
764	982	1002	1015
765	105	127	138
766	63	85	96
767	186	205	219
768	641	663	674
769	97	117	130
770	113	133	146
771	732	754	765
772	323	346	357
773	810	830	843
774	931	954	965
775	705	727	738
776	778	798	811
777	98	120	131
778	238	258	272
779	595	617	628
780	153	175	186
781	375	397	408
782	119	139	153
783	497	517	530
784	376	396	409
785	847	867	880
786	781	801	815
787	1004	12	24
788	15	34	47
789	288	308	321
790	322	342	355
791	971	993	1004
792	381	401	418
793	215	237	248
794	798	824	835
795	326	346	359
796	117	143	154
797	361	381	394
798	435	455	468
799	499	521	532
800	707	732	743
801	29	49	62
802	91	110	123
803	509	532	541
804	947	966	979
805	867	887	900
806	189	211	222
807	928	948	961
808	852	872	885
809	686	706	719
810	192	211	225
811	181	200	213
812	575	595	608
813	180	200	213
814	830	850	863
815	167	187	200
816	392	414	425
817	431	451	464
818	626	646	660
819	395	415	428
820	711	733	744
821	888	908	921
822	164	184	197
823	64	86	97
824	546	565	578
825	116	136	149
826	640	660	673
827	956	976	989
828	589	608	621
829	314	336	347
830	661	682	695
831	850	870	883
832	394	414	427
833	14	36	47
834	167	187	200
835	692	712	725
836	902	924	935
837	400	422	433
838	80	99	113
839	924	944	957
840	693	713	726
841	729	749	762
842	679	699	712
843	496	516	529
844	105	125	138
845	91	113	124
846	449	471	482
847	409	429	442
848	366	386	399
849	285	305	318
850	739	761	772
851	705	728	739
852	942	962	975
853	735	757	768
854	322	342	355
855	399	419	432
856	475	497	508
857	197	219	230
858	389	409	422
859	373	393	406
860	122	141	155
861	485	507	518
862	437	459	470
863	942	965	975
864	297	319	330
865	159	182	193
866	400	420	433
867	444	464	477
868	92	115	126
869	267	286	299
870	150	173	184
871	386	410	421
872	503	526	537
873	810	833	844
874	599	619	632
875	169	189	202
876	383	406	418
877	946	966	979
878	77	97	110
879	747	769	780
880	915	935	948
881	406	426	439
882	299	319	332
883	889	909	921
884	102	122	135
885	189	212	222
886	571	590	603
887	183	203	216
888	608	628	641
889	447	467	480
890	756	776	789
891	998	1018	14
892	855	875	888
893	342	362	375
894	57	77	90
895	249	269	282
896	101	121	134
897	527	547	560
898	557	579	590
899	530	550	563
900	536	556	569
901	340	363	374
902	659	679	692
903	603	623	636
904	688	710	721
905	227	249	260
906	785	805	818
907	383	403	416
908	697	717	730
909	402	424	435
910	730	752	763
911	152	171	184
912	376	396	409
913	474	496	507
914	480	500	513
915	714	734	747
916	953	973	986
917	879	899	912
918	231	251	264
919	946	966	979
920	482	502	515
921	204	224	237
922	130	152	163
923	476	496	509
924	439	461	472
925	490	510	523
926	346	368	378
927	692	714	725
928	336	358	369
929	795	815	829
930	765	785	798
931	630	652	663
932	951	973	984
933	894	916	927
934	898	920	931
935	314	336	347
936	886	906	919
937	60	80	93
938	415	435	448
939	642	665	676
940	760	782	793
941	571	590	603
942	468	487	501
943	340	360	373
944	270	290	303
945	509	531	542
946	664	684	697
947	129	149	162
948	778	798	811
949	173	195	206
950	742	762	775
951	900	920	933
952	729	749	762
953	201	220	234
954	565	587	598
955	207	227	240
956	336	356	369
957	816	836	849
958	871	891	904
959	199	219	232
960	427	447	460
961	648	668	681
962	374	394	407
963	531	553	564
964	648	668	681
965	706	728	739
966	143	163	176
967	207	227	240
968	838	860	871
969	693	713	726
970	181	203	214
971	604	624	636
972	745	767	778
973	954	974	987
974	356	376	389
975	618	638	651
976	582	602	615
977	89	111	122
978	34	57	68
979	274	296	307
980	807	827	840
981	336	358	369
982	255	275	288
983	824	846	857
984	659	682	693
985	561	583	594
986	468	488	501
987	915	935	948
988	648	668	681
989	678	698	711
990	910	930	943
991	766	789	800
992	939	959	972
993	263	283	296
994	773	793	806
995	463	483	496
996	133	155	166
997	752	772	785
998	801	824	835
999	330	352	363
