

Reaction test
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
467	86	105	12
468	90	7	19
469	85	107	12
470	105	18	29
471	26	48	59
472	95	12	24
473	62	82	95
474	42	64	75
475	50	72	83
476	36	58	69
477	99	17	28
478	7	29	40
479	20	42	53
480	55	77	88
481	7	29	40
482	55	77	88
483	56	78	89
484	51	71	84
485	79	98	5
486	91	9	20
487	38	61	71
488	83	105	10
489	22	44	55
490	93	10	22
491	60	82	93
492	16	38	49
493	99	16	28
494	38	60	71
495	8	30	41
496	85	104	11
497	71	93	104
498	98	15	27
499	77	99	110
500	67	89	100
501	29	49	61
502	96	13	24
503	30	52	63
504	27	49	60
505	70	92	103
506	16	36	49
507	6	26	39
508	47	69	80
509	80	100	7
510	88	6	17
511	65	87	98
512	21	44	54
513	40	62	73
514	87	109	17
515	69	91	102
516	84	106	10
517	100	17	29
518	66	88	99
519	73	95	106
520	42	64	75
521	15	38	48
522	53	75	86
523	32	51	64
524	20	40	53
525	61	83	94
526	73	95	106
527	39	61	72
528	15	37	48
529	105	23	34
530	55	77	88
531	17	37	50
532	24	44	57
533	99	16	28
534	75	97	108
535	14	36	47
536	30	49	62
537	19	41	52
538	25	47	58
539	50	72	83
540	72	94	106
541	75	97	108
542	37	59	70
543	73	93	106
544	24	46	57
545	54	77	88
546	75	97	108
547	50	72	83
548	72	94	105
549	29	51	62
550	103	20	32
551	37	59	70
552	104	21	33
553	12	34	50
554	79	100	5
555	90	7	19
556	18	41	52
557	63	85	95
558	45	67	78
559	62	84	95
560	104	21	33
561	25	44	57
562	38	61	72
563	10	32	43
564	47	70	81
565	76	98	109
566	7	27	40
567	61	81	94
568	38	60	71
569	93	6	17
570	72	92	105
571	31	53	64
572	28	48	61
573	74	94	107
574	96	13	25
575	81	100	7
576	53	75	86
577	104	21	33
578	21	44	55
579	102	20	32
580	51	73	84
581	12	35	46
582	103	20	32
583	50	70	83
584	8	27	41
585	99	16	28
586	85	105	12
587	14	34	47
588	102	19	31
589	97	14	25
590	104	21	33
591	50	72	83
592	35	57	68
593	105	22	33
594	6	28	39
595	73	95	106
596	89	7	18
597	89	7	18
598	24	46	57
599	7	29	40
600	77	99	110
601	92	9	21
602	47	69	80
603	87	106	13
604	8	28	41
605	37	59	70
606	36	59	69
607	36	58	69
608	28	50	61
609	64	86	97
610	21	41	54
611	82	104	8
612	76	98	109
613	51	73	83
614	100	17	29
615	56	78	89
616	46	69	80
617	25	49	60
618	105	22	34
619	84	106	7
620	32	54	65
621	90	8	19
622	61	83	94
623	27	49	60
624	69	91	102
625	24	46	57
626	44	66	77
627	29	51	62
628	81	103	8
629	55	77	88
630	39	59	72
631	61	83	94
632	92	10	21
633	25	47	57
634	18	37	51
635	66	85	99
636	85	105	11
637	42	64	75
638	76	98	109
639	28	50	61
640	55	75	88
641	38	60	71
642	88	5	17
643	83	103	10
644	28	50	60
645	27	49	60
646	95	12	24
647	38	57	70
648	10	33	44
649	52	72	85
650	32	54	65
651	24	44	57
652	102	20	31
653	12	34	45
654	84	108	10
655	105	22	34
656	42	62	75
657	41	61	74
658	41	63	74
659	68	87	101
660	26	48	59
661	10	32	43
662	16	36	49
663	53	75	86
664	67	89	100
665	80	100	7
666	72	92	105
667	32	54	65
668	71	90	103
669	65	87	98
670	100	18	29
671	100	17	29
672	55	77	88
673	47	67	80
674	11	33	44
675	79	101	6
676	13	35	46
677	55	77	88
678	67	89	100
679	97	14	25
680	76	98	109
681	23	43	56
682	28	48	61
683	46	66	79
684	46	66	79
685	28	50	61
686	8	30	41
687	6	28	39
688	61	83	94
689	68	90	101
690	53	72	85
691	15	37	48
692	92	9	21
693	69	91	102
694	37	59	70
695	29	52	63
696	23	47	58
697	89	6	18
698	38	61	72
699	36	59	70
700	7	30	41
701	57	79	90
702	94	11	22
703	34	57	68
704	60	82	93
705	43	66	77
706	49	71	82
707	49	71	82
708	53	76	87
709	60	82	93
710	38	60	71
711	72	92	105
712	77	99	110
713	15	35	49
714	53	75	86
715	59	79	92
716	68	90	101
717	33	52	65
718	101	18	30
719	46	66	79
720	71	97	108
721	5	27	38
722	95	13	24
723	62	85	96
724	63	86	97
725	101	18	30
726	64	86	97
727	64	87	98
728	75	97	108
729	44	66	77
730	12	34	45
731	27	49	60
732	23	42	55
733	25	45	58
734	14	33	46
735	33	53	66
736	102	19	31
737	23	45	56
738	72	92	105
739	73	93	106
740	70	89	103
741	16	36	49
742	38	60	71
743	97	14	25
744	14	34	47
745	58	80	92
746	89	7	18
747	72	94	105
748	29	51	62
749	102	19	31
750	39	62	73
751	83	105	9
752	48	71	82
753	25	47	58
754	41	63	73
755	8	31	42
756	100	17	29
757	80	99	7
758	92	9	21
759	40	62	73
760	43	65	76
761	69	91	102
762	46	66	79
763	59	81	92
764	59	81	92
765	68	88	101
766	101	18	30
767	91	9	20
768	50	72	83
769	65	85	98
770	72	98	109
771	27	50	61
772	42	64	75
773	64	86	97
774	21	41	53
775	98	12	23
776	85	105	12
777	28	50	61
778	5	28	39
779	21	43	54
780	71	93	104
781	26	48	59
782	44	66	76
783	101	18	29
784	76	98	109
785	13	33	46
786	57	77	90
787	20	43	54
788	93	10	22
789	28	51	62
790	13	35	46
791	76	98	109
792	49	71	82
793	75	97	108
794	84	106	10
795	74	97	108
796	58	80	91
797	40	62	73
798	66	85	99
799	52	74	85
800	81	103	8
801	82	104	8
802	42	64	75
803	18	41	52
804	21	43	54
805	15	37	48
806	97	14	26
807	46	68	79
808	17	40	51
809	91	8	20
810	64	86	97
811	92	9	21
812	80	102	7
813	53	75	86
814	39	61	72
815	37	59	70
816	6	28	39
817	96	13	25
818	70	93	104
819	89	6	18
820	19	42	53
821	33	56	66
822	22	44	55
823	41	63	74
824	11	34	45
825	85	107	12
826	28	50	61
827	17	40	51
828	55	77	88
829	45	68	79
830	45	67	78
831	26	48	59
832	101	18	30
833	68	90	101
834	20	42	53
835	93	10	22
836	49	71	82
837	96	13	25
838	64	87	99
839	100	17	29
840	50	70	83
841	70	93	103
842	81	103	7
843	31	53	64
844	81	103	8
845	77	99	111
846	28	51	62
847	76	98	109
848	44	66	77
849	16	38	49
850	19	42	53
851	44	66	77
852	48	70	81
853	91	8	20
854	103	21	32
855	68	91	102
856	6	29	40
857	87	109	13
858	35	58	69
859	46	69	80
860	92	9	21
861	11	34	45
862	49	71	82
863	75	98	109
864	14	36	48
865	75	98	109
866	58	82	94
867	89	6	18
868	92	10	22
869	96	13	25
870	89	7	19
871	72	95	107
872	93	11	22
873	70	92	103
874	28	55	64
875	105	22	34
876	27	48	57
877	63	85	96
878	45	65	78
879	51	73	84
880	23	45	56
881	40	62	73
882	63	85	96
883	24	46	57
884	16	38	49
885	22	42	55
886	51	73	84
887	59	79	92
888	40	60	73
889	89	7	18
890	7	30	41
891	78	97	110
892	74	94	107
893	6	26	39
894	25	47	58
895	74	96	107
896	18	40	51
897	104	21	33
898	39	61	72
899	91	8	20
900	16	38	49
901	20	42	53
902	83	105	10
903	97	14	26
904	93	10	22
905	24	46	57
906	51	71	84
907	83	105	10
908	18	40	51
909	101	18	30
910	48	70	81
911	45	68	79
912	6	28	39
913	40	62	73
914	87	108	13
915	69	89	102
916	30	50	63
917	89	6	17
918	7	29	40
919	71	93	104
920	89	6	18
921	65	85	98
922	94	11	23
923	54	76	87
924	63	83	96
925	196	12	24
926	82	102	8
927	15	38	49
928	94	12	23
929	99	16	27
930	79	101	6
931	63	85	96
932	39	59	72
933	69	91	103
934	9	31	42
935	9	31	42
936	104	21	33
937	29	53	64
938	91	8	20
939	48	70	81
940	89	113	14
941	54	76	87
942	92	10	24
943	34	58	69
944	67	90	101
945	50	73	84
946	6	30	41
947	82	102	9
948	99	17	28
949	53	76	87
950	105	22	34
951	98	15	27
952	70	92	103
953	9	31	42
954	56	79	90
955	55	75	88
956	46	66	79
957	25	47	58
958	9	32	43
959	86	105	12
960	53	73	86
961	24	46	57
962	96	13	25
963	91	9	20
964	70	93	103
965	24	47	58
966	49	71	82
967	44	66	77
968	43	65	80
969	104	21	33
970	53	75	86
971	22	44	55
972	54	76	87
973	54	73	86
974	44	66	77
975	99	16	28
976	98	16	27
977	21	43	54
978	102	20	31
979	12	31	44
980	59	78	91
981	50	72	83
982	5	27	38
983	50	73	84
984	54	76	87
985	12	34	45
986	54	74	87
987	45	65	78
988	39	61	72
989	18	40	51
990	64	86	97
991	87	109	13
992	86	106	12
993	41	61	74
994	55	75	88
995	70	92	103
996	76	98	109
997	12	35	46
998	60	82	93
999	24	47	58
